,society,bedRoom,bathroom,balcony,type,sector,Super_build_area,Carpet_area,Study Room,Servant Room,Pooja Room,age,luxury_score,furnishing_type,location_score,area_ratio,price
1810,Godrej Summit,3,2,3+,flat,sector 104,2067.78,1446.0,1,0,1,relatively new,high,2,51,482.0,1.2
1811,Sare Crescent Parc,2,2,2,flat,sector 92,1001.0,700.0,0,0,0,relatively new,medium,1,5,350.0,0.5
1812,Sare Crescent Parc,4,5,3+,flat,sector 92,2288.0,1600.0,0,0,0,old property,high,2,5,400.0,0.92
1813,Green Court,2,2,1,flat,sector 90,858.0,600.0,0,0,0,New Property,low,1,38,300.0,0.5
1814,Supertech Araville,2,2,3+,flat,sector 79,1296.2949999999998,906.5,0,0,0,relatively new,low,1,5,453.25,0.78
1815,Signature Global Synera,2,2,1,flat,sector 81,906.62,634.0,0,0,0,New Property,medium,0,34,317.0,0.5
1816,Prime Habitat,2,2,1,flat,sector 99a,710.7099999999999,497.0,0,0,0,New Property,low,1,41,248.5,0.27
1817,Sare Homes,4,4,3,flat,sector 92,1777.7759999999996,1243.1999999999998,0,0,0,old property,low,1,25,310.79999999999995,0.85
1818,Millenia,2,2,2,flat,sector 37c,858.0,600.0,0,0,0,New Property,low,1,32,300.0,0.4
1819,Sidhartha NCR One Phase 1,3,3,1,flat,sector 95,2288.0,1600.0,0,0,0,relatively new,medium,1,5,533.3333333333334,0.9
1820,Signature Andour Heights,1,1,2,flat,sector 71,325.32499999999993,227.5,0,0,0,New Property,low,1,27,227.5,0.39
1821,M3M skywalk,2,2,1,flat,sector 74,2002.0,1400.0,0,0,0,New Property,low,1,28,700.0,1.5
1822,Puri Emerald Bay,2,3,3,flat,sector 104,1701.6999999999998,1190.0,0,1,0,New Property,low,1,59,595.0,1.8
1823,Ansal Estella,3,3,3+,flat,sector 103,2466.75,1725.0,0,0,0,Under Construction,medium,1,22,575.0,1.5
1824,Chanderlok Society,4,2,3+,flat,sector 28,1778.9199999999998,1244.0,0,0,0,undefined,low,1,34,311.0,0.9
1825,Jammu and Kashmir Bank Employees CGHS,3,3,2,flat,sector 9a,1551.55,1085.0,0,0,0,old property,low,1,39,361.6666666666667,0.95
1826,ILD Greens,3,3,3,flat,sector 37c,1801.8,1260.0,0,0,0,Under Construction,low,1,49,420.0,1.0
1827,ss residency,3,3,2,flat,sector 12,1101.1,770.0,0,0,0,relatively new,low,2,32,256.6666666666667,0.53
1828,Uphar lakshya homes,3,2,1,flat,sector 9,1430.0,1000.0,0,0,0,relatively new,low,1,34,333.3333333333333,0.42
1829,Umang Monsoon Breeze,3,3,2,flat,sector 78,2642.64,1848.0,0,0,1,old property,low,0,16,616.0,1.2
1830,Godrej Oasis,3,3,2,flat,sector 88a,2645.5,1850.0,0,0,0,relatively new,low,1,18,616.6666666666666,1.5
1831,Raheja Sampada,3,2,3,flat,sector 92,1371.37,959.0,0,0,0,relatively new,medium,1,27,319.66666666666663,0.9
1832,Sare Green ParC Phase 3,4,4,2,flat,sector 92,2092.09,1463.0,0,1,0,New Property,medium,1,26,365.75,1.08
1833,Raheja Navodaya,2,2,2,flat,sector 92,1521.52,1064.0,0,0,0,New Property,low,1,27,532.0,0.62
1834,Palam Vihar Society,1,1,1,flat,sector 2,607.75,425.0,0,0,0,old property,low,2,61,425.0,0.4
1835,Krishna appartment,3,3,1,flat,sector 12,1001.0,700.0,0,0,0,relatively new,low,1,61,233.3333333333333,0.35
1836,Spire Woods Now Ananda by Alpha corp,3,4,3,flat,sector 103,2589.73,1811.0,1,1,0,Under Construction,medium,1,22,603.6666666666666,1.25
1837,DLF Regency Park 1,2,2,2,flat,sector 28,1268.696,887.2,0,0,0,old property,low,1,33,443.6,1.35
1838,Parsvnath Green Ville,5,5,3+,flat,sector 48,3908.905,2733.5,0,1,0,old property,medium,1,40,546.7,3.3
1839,Raheja Vedaanta,3,3,3,flat,sector 108,1823.822,1275.4,0,0,0,relatively new,medium,1,0,425.13333333333327,0.95
1840,Ambience Lagoon,3,4,3+,flat,sector 24,4232.8,2960.0,1,1,1,undefined,low,0,37,986.6666666666666,5.8
1841,DLF The Crest,4,6,3,flat,sector 54,3126.123,2186.1,0,1,0,relatively new,high,0,51,546.525,11.0
1842,Emaar MGF Marbella,5,5,3+,house,sector 66,3706.56,2592.0,0,1,1,New Property,medium,2,43,518.4,12.0
1843,independent,6,6,1,house,sector 25,3253.536,2275.2000000000003,0,0,0,relatively new,high,2,45,379.2000000000001,10.85
1844,Sushant Lok 1 Builder Floors,3,4,3+,house,sector 43,2213.64,1548.0,0,1,0,New Property,low,2,42,516.0,1.95
1845,independent,4,3,3+,house,sector 25,1544.4,1080.0,0,0,0,old property,medium,1,45,270.0,4.45
1846,independent,6,7,3+,house,sector 28,3706.56,2592.0,1,1,1,old property,low,1,37,432.0,9.0
1847,independent,5,6,3+,house,sector 26,5168.592,3614.4,1,1,1,old property,medium,2,45,722.88,15.0
1848,independent,5,6,3+,house,sector 43,3088.8,2160.0,1,1,1,old property,low,2,33,432.0,8.25
1849,DLF City Plots Phase 2,9,9,3+,house,sector 25,4118.4,2880.0,0,1,1,old property,low,1,45,320.0,10.75
1850,independent,6,6,3,house,sector 49,3294.72,2304.0,1,1,1,old property,high,0,40,384.0,4.45
1851,Emaar MGF Marbella,5,6,3+,house,sector 66,3603.6,2520.0,0,1,0,relatively new,high,2,43,504.0,12.0
1852,independent,4,4,3,house,sector 48,3706.56,2592.0,0,1,1,old property,low,2,49,648.0,8.4
1853,Vipul Tatvam Villa,4,4,2,house,sector 48,3706.56,2592.0,0,1,1,old property,medium,1,37,648.0,8.5
1854,Ansal Sushant Lok Plots,5,5,3+,house,sector 43,3088.8,2160.0,1,1,1,relatively new,low,2,42,432.0,7.0
1855,Grover Homes Sec 4,5,5,1,house,sector 4,5796.648,4053.6,1,1,1,undefined,low,2,34,810.72,4.75
1856,independent,5,5,3,house,sector 50,3706.56,2592.0,0,1,0,old property,low,1,49,518.4,10.56
1857,independent,5,6,3,house,sector 25,3088.8,2160.0,0,1,0,old property,low,2,45,432.0,10.0
1858,independent,10,10,3,house,sector 25,3613.896,2527.2000000000003,0,0,1,old property,low,2,45,252.72000000000003,9.0
1859,independent,4,4,3+,house,manesar,1029.6,720.0,0,1,0,old property,low,1,0,180.0,10.0
1860,independent,2,2,2,house,sector 7,1647.36,1152.0,0,0,0,undefined,low,1,24,576.0,1.95
1861,independent,4,4,2,house,sector 57,1976.832,1382.4,0,0,0,old property,low,2,32,345.6,3.3
1862,Suncity Essel Towers,4,4,3+,house,sector 43,3088.8,2160.0,1,0,0,undefined,medium,2,45,540.0,6.0
1863,independent,5,5,3,house,sector 25,3088.8,2160.0,1,1,1,old property,low,1,45,432.0,9.0
1864,independent,5,5,3+,house,sector 26,2059.2,1440.0,1,1,1,undefined,low,1,45,288.0,5.8
1865,nul,5,5,3,house,sector 25,2059.2,1440.0,0,1,1,old property,medium,2,45,288.0,6.25
1866,independent,4,4,2,house,sector 43,2213.64,1548.0,0,1,1,undefined,low,1,42,387.0,5.75
1867,independent,3,3,2,house,sector 2,1781.208,1245.6,0,0,0,undefined,low,1,61,415.2000000000001,2.55
1868,independent,8,6,3+,house,sector 2,3706.56,2592.0,1,1,1,old property,low,1,61,324.0,5.6
1869,independent,5,8,3+,house,sector 45,5148.0,3600.0,1,1,1,relatively new,high,0,39,720.0,17.0
1870,Vipul Tatvam Villa,4,5,3+,house,sector 48,4576.0,3200.0,1,1,1,old property,low,2,37,800.0,8.4
1871,independent,4,4,3+,house,sector 55,1657.656,1159.2,0,0,0,undefined,low,2,50,289.8,3.55
1872,DLF New Town Heights,4,4,3+,house,sector 91,3889.6,2720.0,1,1,1,old property,medium,2,50,680.0,2.5
1873,DLF New Town Heights 2,4,4,3+,house,sector 86,3889.6,2720.0,1,1,1,old property,high,2,31,680.0,2.5
1874,independent,3,3,2,house,sector 40,1029.6,720.0,0,0,0,old property,low,2,39,240.0,2.1
1875,independent,5,5,1,house,sector 14,3575.0,2500.0,0,0,0,relatively new,low,1,32,500.0,4.5
1876,independent,4,4,2,house,sector 23,3521.232,2462.4,0,0,0,old property,low,1,52,615.6,5.0
1877,International City by SOBHA Phase 2,4,4,3+,house,sector 109,6177.599999999999,4320.0,0,1,0,New Property,low,2,51,1080.0,5.65
1878,independent,3,3,2,house,sector 4,2574.0,1800.0,0,0,0,undefined,low,1,34,600.0,3.25
1879,independent,3,3,2,house,sector 4,5662.8,3960.0,0,0,0,undefined,low,1,34,1320.0,5.0
1880,independent,4,5,2,house,sector 50,3088.8,2160.0,1,1,1,old property,high,2,44,540.0,10.45
1881,independent,5,5,3+,house,sector 82,3706.56,2592.0,0,1,1,relatively new,medium,2,5,518.4,7.5
1882,independent,3,2,1,house,sector 3a,895.7520000000001,626.4000000000001,0,0,1,old property,low,1,34,208.80000000000004,0.67
1883,International City by Sobha Phase 1,4,4,2,house,sector 109,5005.0,3500.0,0,1,0,relatively new,high,1,59,875.0,5.75
1884,independent,3,3,2,house,sector 9,2707.848,1893.6,0,0,0,undefined,low,2,25,631.2,3.2
1885,independent,4,4,3+,house,sector 82,3706.56,2592.0,1,1,1,relatively new,low,2,5,648.0,7.0
1886,independent,4,4,3,house,sector 7,3006.432,2102.4,0,0,0,undefined,low,1,27,525.6,3.85
1887,independent,2,2,2,house,sector 7,1647.36,1152.0,0,0,0,undefined,low,1,34,576.0,2.0
1888,independent,3,3,2,house,sector 7,2574.0,1800.0,0,0,0,undefined,low,1,27,600.0,3.1
1889,independent,3,3,2,house,sector 7,1647.36,1152.0,0,0,0,undefined,low,1,27,384.0,2.25
1890,independent,4,4,2,house,sector 50,4290.0,3000.0,0,1,0,old property,medium,1,44,750.0,7.0
1891,Emaar MGF Marbella,4,5,2,house,sector 66,2574.0,1800.0,1,1,0,New Property,high,1,43,450.0,8.7
1892,International City by Sobha Phase 1,4,5,2,house,sector 109,2779.92,1944.0,0,1,0,relatively new,medium,2,59,486.0,5.9
1893,International City by Sobha Phase 1,4,5,3+,house,sector 109,2532.816,1771.2,0,1,0,relatively new,medium,2,59,442.8,5.85
1894,Bptp Visionnaire,4,4,3+,house,sector 70a,6864.0,4800.0,1,1,1,relatively new,high,2,29,1200.0,5.35
1895,independent,3,2,1,house,sector 9,823.68,576.0,0,0,1,relatively new,low,1,34,192.0,0.65
1896,independent,3,3,2,house,sector 3a,1544.4,1080.0,0,0,0,relatively new,low,1,34,360.0,0.55
1897,independent,3,3,1,house,sector 3a,1716.0,1200.0,0,0,0,relatively new,low,1,34,400.0,0.85
1898,independent,2,2,1,house,sector 3a,689.832,482.4,0,0,1,old property,low,1,34,241.2,0.58
1899,independent,1,1,1,house,sector 3a,720.7199999999999,504.0,0,0,0,old property,low,1,34,504.0,0.65
1900,independent,2,2,2,house,sector 3a,628.056,439.2000000000001,0,0,0,old property,low,1,34,219.6,0.61
1901,independent,3,3,2,house,sector 3a,782.496,547.2,0,0,0,relatively new,low,1,34,182.4,0.67
1902,Ansal Sushant Lok Plots,6,6,3,house,sector 43,2213.64,1548.0,0,1,0,relatively new,low,2,42,258.0,5.8
1903,International City by Sobha Phase 1,4,5,3+,house,sector 109,2779.92,1944.0,0,1,0,relatively new,medium,2,59,486.0,6.0
1904,independent,4,4,2,house,sector 31,1781.208,1245.6,1,1,1,old property,medium,2,29,311.40000000000003,3.69
1905,independent,1,1,0,house,sector 43,2213.64,1548.0,0,0,0,undefined,low,1,42,1548.0,5.5
1906,Unitech Deerwood Chase,4,4,2,house,sector 50,5148.0,3600.0,0,1,0,old property,high,1,37,900.0,15.0
1907,Unitech Aspen Greens,3,3,1,house,sector 50,2459.6,1720.0,0,1,0,old property,high,1,38,573.3333333333334,6.95
1908,Ansals Palam Vihar,5,5,2,house,sector 2,6363.5,4450.0,0,0,1,undefined,medium,0,61,890.0,5.7
1909,Bptp Visionnaire,4,4,3+,house,sector 70a,6292.0,4400.0,1,1,1,relatively new,high,1,29,1100.0,4.02
1910,independent,3,1,1,house,sector 7,629.1999999999999,440.0,0,0,0,relatively new,low,1,27,146.66666666666666,0.66
1911,HUDA Ashok Vihar Phase 1,3,2,1,house,sector 3a,782.496,547.2,1,0,0,New Property,low,1,34,182.4,0.7
1912,independent,3,3,1,house,sector 24,617.76,432.0,0,0,0,undefined,low,1,37,144.0,1.45
1913,Ashok Vihar Phase 3 Gurgaon,4,3,2,house,sector 5,1224.08,856.0,0,0,0,undefined,low,1,43,214.0,0.95
1914,independent,7,7,3+,house,sector 41,2831.4,1980.0,1,1,1,old property,high,0,47,282.85714285714283,7.0
1915,independent,4,4,3+,house,sector 56,1719.432,1202.4,0,0,0,relatively new,low,2,50,300.6,4.0
1916,independent,7,7,3+,house,sector 24,3432.0,2400.0,0,0,0,old property,low,2,42,342.85714285714283,2.75
1917,independent,3,3,0,house,sector 9,514.8,360.0,0,0,0,undefined,low,1,34,120.0,0.6
1918,independent,2,2,1,house,sector 105,715.0,500.0,0,0,0,undefined,low,1,25,250.0,0.35
1919,DLF City Plots,2,3,2,house,sector 26,1122.264,784.8000000000001,0,0,0,relatively new,low,2,44,196.2,4.0
1920,Not Applicable,4,3,2,house,sector 11,2059.2,1440.0,1,0,1,undefined,low,1,32,360.0,2.2
1921,independent,4,5,3+,house,sector 7,4118.4,2880.0,1,1,1,undefined,low,1,24,720.0,8.0
1922,independent,3,3,0,house,sector 3,1153.152,806.4000000000001,0,0,0,old property,low,1,0,268.8,0.9
1923,independent,3,5,3+,house,sector 26,2059.2,1440.0,0,0,0,undefined,low,2,45,180.0,6.0
1924,Ansal Heights,4,4,3+,house,sector 92,3212.352,2246.4,1,0,1,relatively new,low,1,0,561.6,2.75
1925,Ninex City,4,4,0,house,sector 76,4004.0,2800.0,0,0,0,New Property,low,1,0,700.0,1.75
1926,My Home,2,2,2,house,sector 2,308.88,216.0,0,0,0,old property,low,1,53,108.0,0.34
1927,independent,6,6,2,house,sector 2,4647.5,3250.0,0,0,0,undefined,low,1,0,541.6666666666666,5.0
1928,independent,3,3,3,house,sector 14,2574.0,1800.0,0,0,0,old property,low,1,32,600.0,5.0
1929,DLF Gardencity Enclave,3,2,1,house,sector 93,1317.888,921.6,0,0,0,relatively new,low,1,44,307.2,1.3
1930,independent,2,3,2,house,sector 7,1544.4,1080.0,0,0,1,undefined,low,1,24,216.0,1.15
1931,independent,3,2,2,house,sector 2,1029.6,720.0,0,0,0,undefined,low,1,53,240.0,0.95
1932,house number B-34,2,2,1,house,sector 5,1029.6,720.0,0,0,0,undefined,low,1,0,360.0,0.8
1933,independent,5,5,2,house,sector 26,2038.608,1425.6,0,1,0,relatively new,low,1,45,285.12,7.0
1934,independent,3,2,1,house,sector 9,1072.5,750.0,0,0,0,undefined,low,1,0,250.0,0.5
1935,independent,3,2,1,house,sector 21,765.05,535.0,0,0,0,undefined,low,1,0,178.33333333333334,0.45
1936,independent,2,1,3+,house,sector 3a,5302.44,3708.0,0,0,0,old property,low,1,34,1854.0,4.12
1937,ATS Tourmaline,3,4,0,house,sector 109,2459.6,1720.0,0,0,0,relatively new,low,1,44,573.3333333333334,1.87
1938,independent,1,1,0,house,sector 5,1144.0,800.0,0,0,0,undefined,low,1,43,800.0,0.85
1939,independent,4,4,1,house,sector 9,1029.6,720.0,0,0,0,old property,low,1,34,102.85714285714286,1.2
1940,independent,3,2,1,house,sector 2,4576.0,3200.0,0,0,0,undefined,low,1,53,1066.6666666666667,2.5
1941,independent,5,3,3,house,sector 105,3575.0,2500.0,0,0,0,undefined,low,1,25,500.0,1.35
1942,independent,3,3,2,house,sector 57,2471.04,1728.0,0,1,0,undefined,low,1,32,576.0,4.7
1943,independent,2,2,2,house,sector 9,424.71,297.0,0,0,0,undefined,low,1,0,148.5,0.22
1944,Project Housing Board Colony,4,2,2,house,sector 28,1859.0,1300.0,0,0,0,undefined,low,1,42,325.0,2.58
1945,DLF The Arbour,4,4,3+,house,sector 63,4518.8,3160.0,0,0,0,undefined,low,1,26,790.0,8.5
1946,independent,3,2,2,house,sector 38,1970.05952,1377.664,0,0,0,old property,low,1,46,459.22133333333335,3.5
1947,Huda Plots,2,2,2,house,sector 56,1657.656,1159.2,0,0,0,old property,low,1,42,579.6,2.95
1948,independent,3,2,2,house,sector 9,1372.8,960.0,0,0,0,undefined,low,1,34,320.0,0.7
1949,independent,6,5,2,house,sector 25,6864.0,4800.0,0,0,0,relatively new,low,1,0,800.0,16.0
1950,Suncity Essel Towers,5,6,3+,house,sector 43,5720.0,4000.0,0,0,0,old property,low,1,45,800.0,8.95
1951,independent,9,9,3+,house,sector 43,4015.44,2808.0,0,1,0,old property,low,1,42,312.0,14.0
1952,independent,6,6,0,house,sector 50,5560.984,3888.8,0,0,0,old property,low,1,0,648.1333333333333,13.2
1953,independent,3,4,1,house,sector 3a,1132.56,792.0,0,0,0,old property,low,1,0,132.0,1.1
1954,independent,5,5,3+,house,sector 37d,2173.6,1520.0,0,0,0,relatively new,low,1,21,304.0,2.5
1955,independent,2,2,0,house,sector 7,1029.6,720.0,0,0,0,undefined,low,1,0,360.0,0.53
1956,independent,2,2,1,house,sector 7,2059.2,1440.0,0,0,0,relatively new,low,1,27,720.0,2.0
1957,independent,2,2,1,house,sector 105,514.8,360.0,0,0,0,old property,low,1,25,180.0,0.37
1958,independent,10,6,3+,house,sector 11,4004.0,2800.0,0,0,0,undefined,low,1,0,280.0,1.35
1959,independent,3,1,0,house,sector 8,629.1999999999999,440.0,0,0,0,relatively new,low,1,0,146.66666666666666,0.62
1960,independent,4,5,0,house,sector 92,2699.84,1888.0,0,0,0,relatively new,low,1,0,472.0,1.8
1961,independent,4,4,3+,house,sector 108,3718.0,2600.0,0,0,0,undefined,low,1,0,650.0,1.7
1962,independent,2,1,0,house,sector 5,1258.4,880.0,0,0,0,undefined,low,1,0,440.0,0.55
1963,independent,6,1,0,house,sector 5,3432.0,2400.0,0,0,0,New Property,low,1,0,400.0,1.5
1964,independent,3,2,0,house,sector 109,2699.84,1888.0,0,0,0,relatively new,low,1,0,629.3333333333334,1.55
1965,independent,4,2,2,house,sector 3a,669.24,468.0,0,0,0,old property,low,1,34,117.0,0.65
1966,independent,2,1,1,house,sector 7,514.8,360.0,0,0,0,New Property,low,1,24,180.0,0.95
1967,Vatika Sovereign Next,5,6,3+,house,sector 82a,5880.16,4112.0,0,0,0,undefined,low,1,5,822.4,3.85
1968,independent,3,2,1,house,sector 6,700.128,489.6,0,0,0,undefined,low,1,27,163.20000000000002,0.66
1969,independent,4,4,2,house,sector 104,2145.0,1500.0,0,0,0,old property,low,2,34,375.0,0.45
1970,independent,3,2,2,house,sector 2,1539.109,1076.3,0,0,1,undefined,low,1,53,358.76666666666665,1.0
1971,independent,3,3,0,house,sector 3a,1292.72,904.0,0,0,0,old property,low,1,34,301.3333333333333,0.85
1972,independent,3,2,0,house,sector 7,1287.0,900.0,0,0,0,undefined,low,1,29,300.0,0.45
1973,Sector 14 RWA,5,5,0,house,sector 14,2860.0,2000.0,0,0,0,old property,low,1,32,400.0,6.5
1974,independent,9,9,0,house,sector 25,8008.0,5600.0,0,0,0,relatively new,low,1,0,622.2222222222222,13.5
1975,Ansal Sushant Lok Plots,1,1,0,house,sector 43,1420.848,993.6,0,0,0,undefined,low,1,33,993.6,3.3
1976,independent,4,2,2,house,sector 7,1801.8,1260.0,0,0,0,undefined,low,1,27,315.0,1.75
1977,independent,4,4,3+,house,sector 3a,2059.2,1440.0,0,0,0,old property,low,1,34,180.0,1.1
1978,independent,1,1,1,house,sector 3a,549.12,384.0,0,0,0,relatively new,low,1,34,384.0,0.37
1979,independent,3,2,1,house,sector 70a,858.0,600.0,0,0,0,New Property,low,1,26,200.0,2.1
1980,independent,4,4,0,house,sector 17,3861.0,2700.0,0,0,0,undefined,low,1,0,675.0,3.0
1981,Vipul Tatvam Villa,4,6,3,house,sector 48,3706.56,2592.0,0,1,1,old property,low,1,37,648.0,8.5
1982,independent,3,2,1,house,sector 9,5005.0,3500.0,0,0,0,undefined,low,1,0,1166.6666666666667,1.15
1983,Aindependentt Raj Estates,6,6,3+,house,sector 63a,3583.0080000000003,2505.6000000000004,0,0,1,Under Construction,low,1,51,417.6000000000001,8.5
1984,independent,4,4,2,house,sector 53,3386.0398,2367.86,0,1,0,undefined,high,0,42,591.965,5.75
1985,independent,5,5,3+,house,sector 54,3027.0240000000003,2116.8,0,0,0,old property,low,2,42,423.36,4.65
1986,independent,3,3,1,house,sector 9,638.352,446.4,0,0,0,relatively new,low,1,27,148.8,0.6
1987,independent,4,5,2,house,sector 13,5662.8,3960.0,0,0,0,undefined,low,1,32,990.0,4.5
1988,independent,3,3,1,house,sector 3a,586.8720000000001,410.4,0,0,0,old property,low,1,34,136.8,0.6
1989,Hero Homes,3,5,3+,house,sector 104,1052.48,736.0,0,0,0,old property,low,1,42,245.3333333333333,1.95
1990,International City by Sobha Phase 1,5,6,3+,house,sector 109,2779.92,1944.0,0,1,0,old property,low,1,59,388.8,6.1
1991,independent,3,1,0,house,manesar,1529.528,1069.6,0,0,0,old property,low,1,14,356.53333333333336,2.0
1992,Unitech Espace,5,6,0,house,sector 50,3706.56,2592.0,0,0,0,old property,low,1,35,518.4,11.5
1993,independent,3,3,1,house,sector 9,1287.0,900.0,0,0,0,old property,low,1,34,300.0,1.3
1994,independent,3,3,1,house,sector 9,1287.0,900.0,0,0,0,undefined,low,1,34,300.0,1.3
1995,independent,2,2,1,house,sector 9,638.352,446.4,0,0,0,old property,low,1,27,223.2,0.6
1996,Sector 14 RWA,4,4,3+,house,sector 14,3603.6,2520.0,0,0,0,old property,low,1,32,630.0,6.5
1997,independent,3,4,2,house,sector 5,1029.6,720.0,0,0,0,relatively new,low,1,34,240.0,1.0
1998,independent,2,2,1,house,sector 9,411.84,288.0,0,0,0,undefined,low,1,0,144.0,0.35
1999,Ansal Celebrity Homes,4,5,2,house,sector 2,5720.0,4000.0,0,0,0,undefined,low,1,61,1000.0,5.2
2000,independent,1,1,0,house,sector 3a,514.8,360.0,0,0,0,old property,low,1,34,360.0,0.4
2001,Shri Shyam Residency,3,3,1,house,sector 104,686.4,480.0,0,0,0,old property,low,0,49,160.0,0.62
2002,independent,2,3,2,house,sohna,1204.632,842.4000000000001,1,0,1,New Property,medium,2,0,421.2000000000001,1.5
2003,independent,3,5,3+,house,sector 103,2860.0,2000.0,0,0,0,undefined,low,1,0,666.6666666666666,2.25
2004,independent,5,6,3+,house,sector 25,4138.992,2894.4,0,0,0,old property,low,2,45,578.88,13.5
2005,mian wali,1,1,1,house,sector 12,2059.2,1440.0,0,1,0,undefined,low,1,32,1440.0,1.7
2006,independent,3,2,1,house,sector 7,1029.6,720.0,0,0,0,undefined,low,1,29,240.0,0.45
2007,independent,3,2,1,house,sector 9,1355.64,948.0,0,0,0,undefined,low,1,34,158.0,1.2
2008,Palam Vihar Extension West Zone RWA,2,2,0,house,sector 2,772.1999999999999,540.0,0,0,0,New Property,low,1,61,270.0,0.35
2009,Not Applicable,1,1,1,house,sector 3a,494.208,345.6,0,0,0,old property,low,1,34,345.6,0.4
2010,independent,2,3,1,house,sector 8,429.0,300.0,0,0,0,relatively new,low,1,0,150.0,0.32
2011,independent,2,1,1,house,sector 3a,713.856,499.2000000000001,0,0,0,old property,low,1,34,249.6,0.47
2012,Madan puri,3,5,3,house,sector 7,686.4,480.0,0,0,0,old property,low,1,24,160.0,0.75
2013,independent,2,2,1,house,sector 24,514.8,360.0,0,0,0,old property,low,1,32,180.0,0.38
2014,Indiabulls Centrum Park,4,3,3+,house,sector 103,4576.0,3200.0,0,0,0,undefined,low,1,50,800.0,3.25
2015,DLF City Plots Phase 3,4,2,2,house,sector 24,617.76,432.0,0,0,0,undefined,low,1,37,108.0,1.44
2016,Naman Residency,2,2,2,house,sector 3a,514.8,360.0,1,1,1,New Property,low,1,34,180.0,0.5
2017,independent,9,9,3+,house,sector 23a,4804.8,3360.0,0,1,0,old property,low,2,61,373.3333333333333,5.5
2018,Housing Board Colony,4,3,3,house,sector 28,2059.2,1440.0,0,0,1,undefined,low,2,37,360.0,5.5
2019,independent,2,3,1,house,sector 3a,772.1999999999999,540.0,0,0,0,old property,low,1,34,108.0,0.8
2020,independent,3,4,2,house,sector 47,1678.248,1173.6,0,0,0,old property,low,1,46,195.6,4.3
2021,independent,1,1,1,house,sector 3,514.8,360.0,0,0,0,old property,low,1,34,360.0,0.38
2022,independent,3,3,1,house,sector 12,2141.568,1497.6,0,0,1,old property,low,1,32,499.2000000000001,3.71
2023,DLF City Plot Phase 4,10,10,3+,house,sector 28,10367.5,7250.0,0,0,0,undefined,low,1,37,725.0,13.0
2024,independent,2,2,1,house,sector 2,750.75,525.0,0,0,0,relatively new,low,1,0,262.5,0.4
2025,independent,2,3,2,house,sohna,1204.632,842.4000000000001,1,0,1,New Property,low,2,0,421.2000000000001,1.55
2026,independent,2,2,2,house,sector 9,643.5,450.0,0,0,0,undefined,low,1,0,225.0,0.38
2027,Unitech Escape,5,6,3+,house,sector 50,4633.2,3240.0,0,0,0,old property,low,1,52,648.0,12.0
2028,independent,1,1,0,house,sector 5,1716.0,1200.0,0,0,0,undefined,low,1,61,1200.0,1.0
2029,independent,2,2,3,house,sector 7,1287.0,900.0,0,0,0,undefined,low,1,24,450.0,1.15
2030,independent,3,3,0,house,sector 3a,1204.632,842.4000000000001,0,0,0,old property,low,1,0,280.8,0.7
2031,Shivaji Nagar Residential,6,4,2,house,sector 11,3088.8,2160.0,0,0,0,undefined,low,1,32,360.0,3.08
2032,independent,2,2,0,house,sector 56,1667.952,1166.4,0,0,0,relatively new,low,1,50,583.2,2.95
2033,Vatika India Next,4,3,0,house,sector 82,4617.327,3228.9,0,0,0,relatively new,low,1,41,807.225,6.5
2034,independent,3,2,1,house,sector 28,1287.0,900.0,0,0,0,relatively new,low,1,21,300.0,1.45
2035,independent,2,1,2,house,sohna road,1029.6,720.0,0,0,0,old property,low,1,46,360.0,0.5
2036,independent,2,1,0,house,sector 17,1019.304,712.8000000000001,0,0,0,undefined,low,1,0,356.40000000000003,0.29
2037,"Nirmal Enclave, Maruti Kunj Road",2,2,0,house,sector 11,514.8,360.0,0,0,0,relatively new,low,1,0,180.0,0.24
2038,Ansals Palam Vihar,6,4,0,house,sector 2,4576.0,3200.0,0,0,0,undefined,low,1,0,533.3333333333334,5.0
2039,independent,8,5,2,house,sector 24,3186.04,2228.0,0,0,0,undefined,low,1,0,278.5,1.8
2040,independent,3,2,1,house,sector 11,1480.05,1035.0,0,0,1,relatively new,low,1,0,345.0,0.44
2041,independent,3,4,0,house,sector 3a,1544.4,1080.0,0,0,0,old property,low,1,0,360.0,0.48
2042,Satya The Hermitage,4,5,0,house,sector 103,5376.8,3760.0,0,0,0,undefined,low,1,50,940.0,3.15
2043,independent,6,7,0,house,sector 2,5148.0,3600.0,0,0,0,undefined,low,1,0,600.0,4.75
2044,independent,3,3,0,house,sector 105,1144.0,800.0,0,0,0,undefined,low,1,0,266.6666666666667,0.74
2045,independent,2,1,0,house,sector 5,429.0,300.0,0,0,0,undefined,low,1,0,150.0,0.4
2046,independent,1,1,1,house,sector 7,715.0,500.0,0,0,0,undefined,low,1,35,500.0,0.69
2047,independent,6,8,3+,house,sector 25,3253.536,2275.2000000000003,1,1,1,relatively new,low,0,34,379.2000000000001,13.0
2048,independent,1,1,0,house,sector 43,1420.848,993.6,0,0,0,undefined,low,1,42,993.6,3.35
2049,independent,3,2,0,house,sector 50,2471.04,1728.0,0,0,0,old property,low,1,0,576.0,7.0
2050,independent,1,1,0,house,sector 3a,1144.0,800.0,0,0,0,old property,low,1,34,800.0,0.6
2051,independent,1,1,0,house,sector 3a,858.0,600.0,0,0,0,old property,low,1,34,600.0,0.55
